invoice_no,transaction_date,customer_id,description,category,order_city,state,order_postal,region,latitude,longitude,quantity,costs,profit_per_unit,baseline_shipping_cost,hypothesis_factor,hypothesis_shipping_costs,profit_before_shipping,profit_after_baseline,profit_after_hypothesis
566238,9/11/2021 11:24,17377,Dog and Puppy Pads,Disposables,loudon,TN,37774-2175,Central,35.7329,-84.3338,1,5,11.7,5,1.0,5,11.7,6.7,6.7
566238,9/11/2021 11:24,,Pet Hair Remover,Grooming,,,,,,,1,5,6.48,5,1.0,5,6.48,1.48,1.48
566239,9/11/2021 11:26,14665,Canned Cat Food,Food,carmel,IN,46032-8933,Central,39.9788,-86.1187,1,9,10.5,9,1.0,9,10.5,1.5,1.5
,9/11/2021 11:29,14508,Earth Rated Dog Poop Bags,Disposables,geneseo,IL,61254-8575,Central,41.4525,-90.1548,1,4,7.48,4,1.0,4,7.48,3.48,3.48
566240,9/11/2021 11:29,14508,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,geneseo,IL,61254-8575,Central,41.4525,-90.1548,1,20,41.5,20,1.0,20,41.5,21.5,21.5
566246,9/11/2021 12:00,13941,ProBiotic Supplements for Dogs,Supplements,orlando,FL,32825,East,28.5421,-81.379,8,7,7.7,41.3,0.4,22.4,61.6,20.3,39.2
566247,9/11/2021 12:03,16107,Dog and Puppy Pads,Disposables,secaucus,NJ,07094-1711,East,40.7899,-74.0567,6,5,9.3,22.5,0.5,15.0,55.8,33.3,40.8
566247,9/11/2021 12:03,16107,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,secaucus,NJ,07094-1711,East,40.7899,-74.0567,4,12,11.7,37.2,0.6,28.8,46.8,9.6,18.0
566247,9/11/2021 12:03,16107,UltraSound Dog Barking Deterrent,Electronics,secaucus,NJ,07094-1711,East,40.7899,-74.0567,6,5,5.5,22.5,0.5,15.0,33.0,10.5,18.0
566248,9/11/2021 12:06,13272,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,Grooming,santa barbara,CA,93111-1326,West,34.4098,-119.697,1,5,17.5,5,1.0,5,17.5,12.5,12.5
566248,9/11/2021 12:06,13272,UltraSound Dog Barking Deterrent,Electronics,santa barbara,CA,93111-1326,West,34.4098,-119.697,1,5,9.7,5,1.0,5,9.7,4.7,4.7
566249,9/11/2021 12:09,13527,Pet Odor Eliminator,Cleanig Supplies,grand junction,CO,81504-7144,Central,39.064,-108.5507,2,4,6.14,6.8,0.8,6.4,12.28,5.48,5.88
566249,9/11/2021 12:09,13527,Purina ONE SmartBlend Natural Adult Chicken 10lb,Food,grand junction,CO,81504-7144,Central,39.064,-108.5507,1,10,11.7,10,1.0,10,11.7,1.7,1.7
566254,9/11/2021 12:16,13993,Rechargeable Pet Nail Grinder,Grooming,port st lucie,FL,34952-5907,East,27.2939,-80.3503,1,5,10.5,5,1.0,5,10.5,5.5,5.5
566257,9/11/2021 12:34,13324,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,sunnyvale,CA,94086-7830,West,37.3688,-122.0363,6,20,30.7,90.0,0.5,60.0,184.2,94.2,124.2
566258,9/11/2021 12:45,13124,Pet Grooming Brush,Grooming,riverside,CA,92501-3572,West,33.9534,-117.3962,2,5,5.9,8.5,0.8,8.0,11.8,3.3,3.8
566258,,13124,Pet Hair Remover,Grooming,riverside,CA,92501-3572,West,33.9534,-117.3962,1,5,6.48,5,1.0,5,6.48,1.48,1.48
566258,9/11/2021 12:45,13124,Pet Odor Eliminator,Cleanig Supplies,riverside,CA,92501-3572,West,33.9534,-117.3962,7,4,6.14,20.8,0.5,14.0,42.98,22.18,28.98
566258,9/11/2021 12:45,13124,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,riverside,CA,92501-3572,West,33.9534,-117.3962,1,20,41.5,20,1.0,20,41.5,21.5,21.5
566259,9/11/2021 12:45,17317,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,pearland,TX,77584-9149,Central,29.564,-95.2864,20,9,6.3,128.7,0.3,54.0,126.0,-2.69999999999999,72.0
566261,9/11/2021 12:46,13372,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,walnut,CA,91789-4231,West,34.0203,-117.8653,1,20,41.5,20,1.0,20,41.5,21.5,21.5
566261,9/11/2021 12:46,13372,UltraSound Dog Barking Deterrent,Electronics,walnut,CA,91789-4231,West,34.0203,-117.8653,1,5,9.7,5,1.0,5,9.7,4.7,4.7
566262,9/11/2021 12:56,15527,Earth Rated Dog Poop Bags,Disposables,o fallon,MO,63368-7285,Central,38.77,-90.78,5,4,7.48,15.2,0.5,10.0,37.4,22.2,27.4
566262,9/11/2021 12:56,15527,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,o fallon,MO,63368-7285,Central,38.77,-90.78,1,20,41.5,20,1.0,20,41.5,21.5,21.5
,9/11/2021 13:16,18255,Dog and Puppy Pads,Disposables,sun prairie,WI,53590,Central,43.1835,-89.2134,1,5,11.7,5,1.0,5,11.7,6.7,6.7
566266,9/11/2021 13:22,17299,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,houston,TX,77078-3105,Central,29.7589,-95.3677,1,12,11.7,12,1.0,12,11.7,-0.300000000000001,-0.300000000000001
566266,9/11/2021 13:22,17299,Pet Odor Eliminator,Cleanig Supplies,houston,TX,77078-3105,Central,29.7589,-95.3677,7,4,6.14,20.8,0.5,14.0,42.98,22.18,28.98
566271,9/11/2021 13:44,14250,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,mcdonough,GA,30252-4028,East,33.4473,-84.1469,1,9,8.7,9,1.0,9,8.7,-0.300000000000001,-0.300000000000001
566271,9/11/2021 13:44,14250,Purina ONE SmartBlend Natural Adult Chicken 10lb,Food,mcdonough,GA,30252-4028,East,33.4473,-84.1469,1,10,11.7,10,1.0,10,11.7,1.7,1.7
566271,9/11/2021 13:44,14250,Rechargeable Pet Nail Grinder,Grooming,mcdonough,GA,30252-4028,East,33.4473,-84.1469,1,5,10.5,5,1.0,5,10.5,5.5,5.5
566271,9/11/2021 13:44,14250,UltraSound Dog Barking Deterrent,Electronics,mcdonough,GA,30252-4028,East,33.4473,-84.1469,1,5,9.7,5,1.0,5,9.7,4.7,4.7
566272,9/11/2021 13:51,14487,Milk-Bone MaroSnacks Dog Treats with Real Bone,Food,deerfield,IL,60015-3612,Central,42.1711,-87.8445,1,6,4.48,6,1.0,6,4.48,-1.52,-1.52
566273,9/11/2021 13:56,14720,UltraSound Dog Barking Deterrent,Electronics,martinsville,IN,46151-6480,Central,39.4278,-86.4283,1,5,9.7,5,1.0,5,9.7,4.7,4.7
566274,9/11/2021 13:58,13884,Dog and Puppy Pads,Disposables,miami,FL,33169-2109,East,25.7743,-80.1937,1,5,11.7,5,1.0,5,11.7,6.7,6.7
566279,9/11/2021 14:09,14432,Dog and Puppy Pads,Disposables,bensenville,IL,60106-1606,Central,41.9538,-87.9432,1,5,11.7,5,1.0,5,11.7,6.7,6.7
,9/11/2021 14:09,14432,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,bensenville,IL,60106-1606,Central,41.9538,-87.9432,1,12,11.7,12,1.0,12,11.7,-0.300000000000001,-0.300000000000001
566279,9/11/2021 14:09,14432,Purina ONE SmartBlend Natural Adult Chicken 10lb,Food,bensenville,IL,60106-1606,Central,41.9538,-87.9432,1,10,11.7,10,1.0,10,11.7,1.7,1.7
566281,9/11/2021 14:15,12748,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,copperopolis,CA,95228-9644,West,37.981,-120.6419,3,9,8.7,21.6,0.6,16.2,26.1,4.5,9.9
566281,9/11/2021 14:15,12748,Pet Hair Remover,Grooming,copperopolis,CA,95228-9644,West,37.981,-120.6419,2,5,6.48,8.5,0.8,8.0,12.96,4.46,4.96
566281,9/11/2021 14:15,12748,UltraSound Dog Barking Deterrent,Electronics,copperopolis,CA,95228-9644,West,37.981,-120.6419,1,5,9.7,5,1.0,5,9.7,4.7,4.7
,9/11/2021 14:29,15782,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,powers lake,ND,58773-9293,Central,48.5628,-102.648,7,9,6.3,46.8,0.5,31.5,44.1,-2.7,12.6
566283,9/11/2021 14:34,17838,Rechargeable Pet Nail Grinder,Grooming,fredericksburg,VA,22407-5211,East,38.2968,-77.4834,1,5,10.5,5,1.0,5,10.5,5.5,5.5
566284,9/11/2021 14:49,14825,Earth Rated Dog Poop Bags,Disposables,wichita,KS,67212-3779,Central,37.6922,-97.3375,2,4,7.48,6.8,0.8,6.4,14.96,8.16,8.56
566284,9/11/2021 14:49,14825,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,wichita,KS,67212-3779,Central,37.6922,-97.3375,2,9,8.7,15.3,0.8,14.4,17.4,2.1,3.0
566284,9/11/2021 14:49,14825,Milk-Bone MaroSnacks Dog Treats with Real Bone,Food,wichita,KS,67212-3779,Central,37.6922,-97.3375,2,6,4.48,10.2,0.8,9.6,8.96,-1.24,-0.640000000000001
566284,9/11/2021 14:49,14825,Pet Hair Remover,Grooming,wichita,KS,67212-3779,Central,37.6922,-97.3375,2,5,6.48,8.5,0.8,8.0,12.96,4.46,4.96
566286,9/11/2021 14:58,14057,Earth Rated Dog Poop Bags,Disposables,tampa,FL,33611-3101,East,27.9478,-82.4584,2,4,7.48,6.8,0.8,6.4,14.96,8.16,8.56
566287,9/11/2021 15:11,17218,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,north charleston,SC,29420-8974,East,32.8546,-79.9748,1,20,41.5,20,1.0,20,41.5,21.5,21.5
566288,9/11/2021 15:18,12883,UltraSound Dog Barking Deterrent,Electronics,laguna hills,CA,92653-6510,West,33.5949,-117.6882,1,5,9.7,5,1.0,5,9.7,4.7,4.7
566290,9/11/2021 15:24,14456,Dog and Puppy Pads,Disposables,chicago,IL,60615-2119,Central,41.8756,-87.6244,1,5,11.7,5,1.0,5,11.7,6.7,6.7
,9/11/2021 15:24,14456,Earth Rated Dog Poop Bags,Disposables,chicago,IL,60615-2119,Central,41.8756,-87.6244,1,4,7.48,4,1.0,4,7.48,3.48,3.48
,9/11/2021 15:24,14456,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,chicago,IL,60615-2119,Central,41.8756,-87.6244,1,12,11.7,12,1.0,12,11.7,-0.300000000000001,-0.300000000000001
566290,9/11/2021 15:24,14456,Milk-Bone MaroSnacks Dog Treats with Real Bone,Food,chicago,IL,60615-2119,Central,41.8756,-87.6244,1,6,4.48,6,1.0,6,4.48,-1.52,-1.52
566290,9/11/2021 15:24,14456,Pet Grooming Brush,Grooming,chicago,IL,60615-2119,Central,41.8756,-87.6244,1,5,5.9,5,1.0,5,5.9,0.9,0.9
566290,9/11/2021 15:24,14456,Pet Hair Remover,Grooming,chicago,IL,60615-2119,Central,41.8756,-87.6244,1,5,6.48,5,1.0,5,6.48,1.48,1.48
566290,9/11/2021 15:24,14456,Purina ONE SmartBlend Natural Adult Chicken 10lb,Food,chicago,IL,60615-2119,Central,41.8756,-87.6244,1,10,11.7,10,1.0,10,11.7,1.7,1.7
566291,9/11/2021 15:31,12965,NexGard Chew for Dogs,Food,manchester,CA,95459,West,38.9702,-123.6881,1,7,17.7,7,1.0,7,17.7,10.7,10.7
566291,9/11/2021 15:31,12965,UltraSound Dog Barking Deterrent,Electronics,manchester,CA,95459,West,38.9702,-123.6881,1,5,9.7,5,1.0,5,9.7,4.7,4.7
566292,9/11/2021 15:35,13381,Pet Odor Eliminator,Cleanig Supplies,west hills,CA,91304-3660,West,34.2032,-118.6455,3,4,6.14,9.6,0.6,7.2,18.42,8.82,11.22
566292,9/11/2021 15:35,13381,UltraSound Dog Barking Deterrent,Electronics,west hills,CA,91304-3660,West,34.2032,-118.6455,1,5,9.7,5,1.0,5,9.7,4.7,4.7
566293,9/11/2021 15:35,14533,Sheba Perfect Portions Pat Wet Cat Food,Food,lake forest,IL,60045-4912,Central,42.2586,-87.8406,17,2.5,1.82,30.5,0.3,12.75,30.94,0.440000000000001,18.19
,9/11/2021 15:41,15533,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,rogersville,MO,65742-7584,Central,37.117,-93.0557,1,12,11.7,12,1.0,12,11.7,-0.300000000000001,-0.300000000000001
566296,9/11/2021 15:47,17841,ProBiotic Supplements for Dogs,Supplements,great falls,VA,22066-1101,East,38.9982,-77.2883,1,7,12.5,7,1.0,7,12.5,5.5,5.5
,,16794,Pet Grooming Brush,Grooming,astoria,OR,97103-3619,West,46.1879,-123.8313,1,5,5.9,5,1.0,5,5.9,0.9,0.9
566298,9/11/2021 15:52,14030,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,sarasota,FL,34242,East,27.3364,-82.5307,1,20,41.5,20,1.0,20,41.5,21.5,21.5
566299,9/11/2021 15:59,16871,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,south beach,OR,97366-9501,West,44.6123,-124.0487,2,9,8.7,15.3,0.8,14.4,17.4,2.1,3.0
566301,9/11/2021 16:06,16474,Pet Grooming Brush,Grooming,pawling,NY,12564-3423,East,41.562,-73.6026,1,5,5.9,5,1.0,5,5.9,0.9,0.9
,,16474,Rechargeable Pet Nail Grinder,Grooming,pawling,NY,12564-3423,East,41.562,-73.6026,1,5,10.5,5,1.0,5,10.5,5.5,5.5
566304,9/12/2021 9:03,18158,Earth Rated Dog Poop Bags,Disposables,cedarburg,WI,53012,Central,43.2967,-87.9876,2,4,7.48,6.8,0.8,6.4,14.96,8.16,8.56
566304,9/12/2021 9:03,18158,Pet Grooming Brush,Grooming,cedarburg,WI,53012,Central,43.2967,-87.9876,2,5,5.9,8.5,0.8,8.0,11.8,3.3,3.8
566305,9/12/2021 9:26,,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,Grooming,,,,,,,1,5,17.5,5,1.0,5,17.5,12.5,12.5
566305,9/12/2021 9:26,14110,Pet Hair Remover,Grooming,coral springs,FL,33065,East,26.2712,-80.2706,2,5,6.48,8.5,0.8,8.0,12.96,4.46,4.96
566305,9/12/2021 9:26,14110,Sheba Perfect Portions Pat Wet Cat Food,Food,coral springs,FL,33065,East,26.2712,-80.2706,2,2.5,2.6,4.25,0.8,4.0,5.2,0.95,1.2
566307,9/12/2021 9:37,14307,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,Grooming,ringgold,GA,30736-4644,East,34.9159,-85.1091,1,5,15.7,5,1.0,5,15.7,10.7,10.7
566307,9/12/2021 9:37,14307,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,ringgold,GA,30736-4644,East,34.9159,-85.1091,1,9,8.7,9,1.0,9,8.7,-0.300000000000001,-0.300000000000001
566308,9/12/2021 9:38,15865,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,lewiston,NY,14092-1912,East,43.1726,-79.0359,1,20,41.5,20,1.0,20,41.5,21.5,21.5
566312,9/12/2021 9:43,16150,Pet Odor Eliminator,Cleanig Supplies,hobbs,NM,88240-2206,West,32.7026,-103.136,2,4,6.14,6.8,0.8,6.4,12.28,5.48,5.88
566317,9/12/2021 10:19,13375,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,Grooming,walnut creek,CA,94596,West,37.9063,-122.065,1,5,17.5,5,1.0,5,17.5,12.5,12.5
566317,9/12/2021 10:19,13375,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,walnut creek,CA,94596,West,37.9063,-122.065,7,9,6.3,46.8,0.5,31.5,44.1,-2.7,12.6
566317,9/12/2021 10:19,13375,Pet Grooming Brush,Grooming,walnut creek,CA,94596,West,37.9063,-122.065,2,5,5.9,8.5,0.8,8.0,11.8,3.3,3.8
566317,9/12/2021 10:19,13375,Pet Hair Remover,Grooming,walnut creek,CA,94596,West,37.9063,-122.065,2,5,6.48,8.5,0.8,8.0,12.96,4.46,4.96
566317,,13375,Pet Odor Eliminator,Cleanig Supplies,walnut creek,CA,94596,West,37.9063,-122.065,2,4,6.14,6.8,0.8,6.4,12.28,5.48,5.88
566317,9/12/2021 10:19,13375,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,walnut creek,CA,94596,West,37.9063,-122.065,1,20,41.5,20,1.0,20,41.5,21.5,21.5
566318,9/12/2021 10:47,15971,Earth Rated Dog Poop Bags,Disposables,camden,NJ,08105-2424,East,39.9448,-75.1199,2,4,7.48,6.8,0.8,6.4,14.96,8.16,8.56
566319,9/12/2021 11:25,13431,Canned Cat Food,Food,laguna hills,CA,92653,West,33.5949,-117.6882,2,9,10.5,15.3,0.8,14.4,21.0,5.7,6.6
566319,9/12/2021 11:25,13431,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,laguna hills,CA,92653,West,33.5949,-117.6882,4,9,8.7,27.9,0.6,21.6,34.8,6.9,13.2
566319,9/12/2021 11:25,13431,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,laguna hills,CA,92653,West,33.5949,-117.6882,1,20,41.5,20,1.0,20,41.5,21.5,21.5
566320,,13983,Sheba Perfect Portions Pat Wet Cat Food,Food,pompano beach,FL,33062-7915,East,26.2379,-80.1248,1,2.5,2.6,2.5,1.0,2.5,2.6,0.1,0.1
566326,9/12/2021 12:11,16211,Rechargeable Pet Nail Grinder,Grooming,reno,NV,89523-9081,West,39.5293,-119.8137,1,5,10.5,5,1.0,5,10.5,5.5,5.5
566326,9/12/2021 12:11,16211,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,reno,NV,89523-9081,West,39.5293,-119.8137,3,20,30.7,48.0,0.6,36.0,92.1,44.1,56.1
566326,9/12/2021 12:11,16211,UltraSound Dog Barking Deterrent,Electronics,reno,NV,89523-9081,West,39.5293,-119.8137,1,5,9.7,5,1.0,5,9.7,4.7,4.7
566327,9/12/2021 12:13,,Templation Soft Cat Treats,Pet Food,,,,,,,1,6,-6.0,6,1.0,6,-6.0,-12.0,-12.0
566345,9/12/2021 12:27,17685,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,seabrook,TX,77586,Central,29.5633,-95.0197,1,9,8.7,9,1.0,9,8.7,-0.300000000000001,-0.300000000000001
566345,9/12/2021 12:27,17685,ProBiotic Supplements for Dogs,Supplements,seabrook,TX,77586,Central,29.5633,-95.0197,4,7,7.7,21.7,0.6,16.8,30.8,9.1,14.0
566361,9/12/2021 12:32,15253,Dog and Puppy Pads,Disposables,brunswick,ME,04011-3820,East,43.9145,-69.9653,2,5,11.7,8.5,0.8,8.0,23.4,14.9,15.4
,9/12/2021 12:45,13269,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,santa ana,CA,92705-2859,West,33.7495,-117.8732,2,12,11.7,20.4,0.8,19.2,23.4,3.0,4.2
566394,9/12/2021 12:45,13650,Dog and Puppy Pads,Disposables,trumbull,CT,06611-1527,East,41.2429,-73.2007,2,5,11.7,8.5,0.8,8.0,23.4,14.9,15.4
566394,9/12/2021 12:45,13650,Pet Hair Remover,Grooming,trumbull,CT,06611-1527,East,41.2429,-73.2007,2,5,6.48,8.5,0.8,8.0,12.96,4.46,4.96
566395,9/12/2021 12:48,14952,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,shreveport,LA,71105,Central,32.5222,-93.7652,3,20,30.7,48.0,0.6,36.0,92.1,44.1,56.1
566396,9/12/2021 12:51,14292,Sheba Perfect Portions Pat Wet Cat Food,Food,warner robins,GA,31088-9031,East,32.621,-83.5999,2,2.5,2.6,4.25,0.8,4.0,5.2,0.95,1.2
566396,9/12/2021 12:51,14292,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,warner robins,GA,31088-9031,East,32.621,-83.5999,1,20,41.5,20,1.0,20,41.5,21.5,21.5
566398,9/12/2021 13:10,12884,Earth Rated Dog Poop Bags,Disposables,laguna niguel,CA,92677-5721,West,33.5225,-117.7076,2,4,7.48,6.8,0.8,6.4,14.96,8.16,8.56
566399,9/12/2021 13:11,16141,Dog and Puppy Pads,Disposables,albuquerque,NM,87111,West,35.0841,-106.651,2,5,11.7,8.5,0.8,8.0,23.4,14.9,15.4
566400,9/12/2021 13:16,17139,Earth Rated Dog Poop Bags,Disposables,cabo rojo,PR,623,Other,18.088,-67.1565,2,4,7.48,6.8,0.8,6.4,14.96,8.16,8.56
566400,9/12/2021 13:16,17139,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,cabo rojo,PR,623,Other,18.088,-67.1565,1,9,8.7,9,1.0,9,8.7,-0.300000000000001,-0.300000000000001
566400,9/12/2021 13:16,17139,Pet Grooming Brush,Grooming,cabo rojo,PR,623,Other,18.088,-67.1565,2,5,5.9,8.5,0.8,8.0,11.8,3.3,3.8
566400,9/12/2021 13:16,17139,Pet Hair Remover,Grooming,cabo rojo,PR,623,Other,18.088,-67.1565,2,5,6.48,8.5,0.8,8.0,12.96,4.46,4.96
566400,9/12/2021 13:16,17139,Rechargeable Pet Nail Grinder,Grooming,cabo rojo,PR,623,Other,18.088,-67.1565,1,5,10.5,5,1.0,5,10.5,5.5,5.5
566400,9/12/2021 13:16,17139,Sheba Perfect Portions Pat Wet Cat Food,Food,cabo rojo,PR,623,Other,18.088,-67.1565,2,2.5,2.6,4.25,0.8,4.0,5.2,0.95,1.2
566400,9/12/2021 13:16,17139,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,cabo rojo,PR,623,Other,18.088,-67.1565,1,20,41.5,20,1.0,20,41.5,21.5,21.5
566403,9/12/2021 13:38,16985,Dog and Puppy Pads,Disposables,lititz,PA,17543-9354,East,40.1571,-76.3072,11,5,9.3,40.0,0.3,16.5,102.3,62.3,85.8
566403,9/12/2021 13:38,16985,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,lititz,PA,17543-9354,East,40.1571,-76.3072,1,12,11.7,12,1.0,12,11.7,-0.300000000000001,-0.300000000000001
566405,9/12/2021 13:41,17919,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,williamsburg,VA,23188-8913,East,37.2707,-76.7075,4,9,8.7,27.9,0.6,21.6,34.8,6.9,13.2
566408,9/12/2021 13:43,16984,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,Grooming,lititz,PA,17543-7672,East,40.1571,-76.3072,1,5,17.5,5,1.0,5,17.5,12.5,12.5
566408,9/12/2021 13:43,16984,Purina ONE SmartBlend Natural Adult Chicken 10lb,Food,lititz,PA,17543-7672,East,40.1571,-76.3072,1,10,11.7,10,1.0,10,11.7,1.7,1.7
566408,9/12/2021 13:43,16984,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,lititz,PA,17543-7672,East,40.1571,-76.3072,1,20,41.5,20,1.0,20,41.5,21.5,21.5
,9/12/2021 13:50,16360,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,huntington station,NY,11746-2815,East,40.8534,-73.4115,1,9,8.7,9,1.0,9,8.7,-0.300000000000001,-0.300000000000001
566420,9/12/2021 13:50,16360,Sheba Perfect Portions Pat Wet Cat Food,Food,huntington station,NY,11746-2815,East,40.8534,-73.4115,1,2.5,2.6,2.5,1.0,2.5,2.6,0.1,0.1
566424,9/12/2021 14:15,13309,ProBiotic Supplements for Dogs,Supplements,solana beach,CA,92075,West,32.9906,-117.2691,1,7,12.5,7,1.0,7,12.5,5.5,5.5
566425,9/12/2021 14:22,16458,Dog and Puppy Pads,Disposables,new york,NY,10128-4244,East,40.7648,-73.9808,1,5,11.7,5,1.0,5,11.7,6.7,6.7
566425,9/12/2021 14:22,16458,Earth Rated Dog Poop Bags,Disposables,new york,NY,10128-4244,East,40.7648,-73.9808,4,4,7.48,12.4,0.6,9.6,29.92,17.52,20.32
566425,9/12/2021 14:22,16458,Pet Grooming Brush,Grooming,new york,NY,10128-4244,East,40.7648,-73.9808,2,5,5.9,8.5,0.8,8.0,11.8,3.3,3.8
566428,9/12/2021 14:24,15932,Pet Odor Eliminator,Cleanig Supplies,new castle,NH,03854-4437,East,43.0722,-70.7167,4,4,6.14,12.4,0.6,9.6,24.56,12.16,14.96
566431,9/12/2021 14:39,18180,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,holmen,WI,54636-9230,Central,43.9633,-91.2563,1,9,8.7,9,1.0,9,8.7,-0.300000000000001,-0.300000000000001
566438,,15996,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,elizabeth,NJ,07208-1039,East,40.664,-74.2107,1,12,11.7,12,1.0,12,11.7,-0.300000000000001,-0.300000000000001
566438,9/12/2021 15:14,15996,Purina ONE SmartBlend Natural Adult Chicken 10lb,Food,elizabeth,NJ,07208-1039,East,40.664,-74.2107,1,10,11.7,10,1.0,10,11.7,1.7,1.7
566440,9/12/2021 15:19,15755,Dog and Puppy Pads,Disposables,wilmington,NC,28411-7920,East,34.2257,-77.9447,1,5,11.7,5,1.0,5,11.7,6.7,6.7
566440,9/12/2021 15:19,15755,Earth Rated Dog Poop Bags,Disposables,wilmington,NC,28411-7920,East,34.2257,-77.9447,2,4,7.48,6.8,0.8,6.4,14.96,8.16,8.56
566444,9/12/2021 15:32,14020,UltraSound Dog Barking Deterrent,Electronics,santa rosa beach,FL,32459,East,30.396,-86.2288,1,5,9.7,5,1.0,5,9.7,4.7,4.7
566446,9/12/2021 15:40,,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,Grooming,,,,,,,1,5,41.74,5,1.0,5,41.74,36.74,36.74
566446,9/12/2021 15:40,,Dog and Puppy Pads,Disposables,,,,,,,1,5,28.74,5,1.0,5,28.74,23.74,23.74
566446,9/12/2021 15:40,,Earth Rated Dog Poop Bags,Disposables,,,,,,,2,4,19.78,6.8,0.8,6.4,39.56,32.76,33.16
566446,9/12/2021 15:40,,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,,,,,,,1,12,46.74,12,1.0,12,46.74,34.74,34.74
566446,,,NexGard Chew for Dogs,Food,,,,,,,1,7,69.78,7,1.0,7,69.78,62.78,62.78
,9/12/2021 15:40,,Pet Odor Eliminator,Cleanig Supplies,,,,,,,2,4,14.72,6.8,0.8,6.4,29.44,22.64,23.04
566446,9/12/2021 15:40,,Purina ONE SmartBlend Natural Adult Chicken 10lb,Food,,,,,,,1,10,46.74,10,1.0,10,46.74,36.74,36.74
566446,9/12/2021 15:40,,Sheba Perfect Portions Pat Wet Cat Food,Food,,,,,,,25,2.5,7.28,44.5,0.3,18.75,182.0,137.5,163.25
,9/12/2021 15:40,,Templation Soft Cat Treats,Pet Food,,,,,,,1,6,18.78,6,1.0,6,18.78,12.78,12.78
566446,9/12/2021 15:40,,UltraSound Dog Barking Deterrent,Electronics,,,,,,,1,5,44.74,5,1.0,5,44.74,39.74,39.74
566447,9/12/2021 15:43,12989,Canned Cat Food,Food,montecito,CA,93108-2016,West,,,4,9,8.34,27.9,0.6,21.6,33.36,5.46,11.76
566450,9/12/2021 16:12,15673,Pet Hair Remover,Grooming,elizabeth city,NC,27909-8932,East,36.2957,-76.2248,2,5,6.48,8.5,0.8,8.0,12.96,4.46,4.96
566450,9/12/2021 16:12,15673,Sheba Perfect Portions Pat Wet Cat Food,Food,elizabeth city,NC,27909-8932,East,36.2957,-76.2248,3,2.5,2.6,6.0,0.6,4.5,7.8,1.8,3.3
,9/12/2021 16:14,18069,Dog and Puppy Pads,Disposables,renton,WA,98058,West,47.4799,-122.2034,1,5,11.7,5,1.0,5,11.7,6.7,6.7
